TIME,EC:1,LHY:1,ZTL:1,PRR9:1,TOC1:1,Light:1
6.2,0.184936,0.238486,0.900793,0.970354,0.187009,1.05223
6.22,0.184395,0.236686,0.902442,0.971443,0.186439,1.05746
6.24,0.185839,0.23813,0.906102,0.973959,0.187877,1.06269
6.26,0.186556,0.239951,0.90885,0.975539,0.18858,1.06791
6.28,0.187515,0.239339,0.91065,0.976944,0.189528,1.07313
6.3,0.188786,0.241992,0.912799,0.977823,0.190791,1.07836
6.32,0.189627,0.243364,0.913285,0.977652,0.19162,1.08357
6.34,0.187812,0.244362,0.912202,0.976329,0.189765,1.08879
6.36,0.186702,0.241864,0.913374,0.97688,0.188623,1.09401
6.38,0.185459,0.246674,0.91597,0.978323,0.187347,1.09922
6.4,0.185472,0.249806,0.919053,0.980217,0.187339,1.10443
6.42,0.185468,0.249236,0.919569,0.98003,0.187315,1.10963
6.44,0.186549,0.252465,0.922768,0.982156,0.188388,1.11483
6.46,0.184704,0.255142,0.92442,0.983077,0.186505,1.12003
6.48,0.18378,0.254364,0.926289,0.984249,0.185552,1.12523
6.5,0.183347,0.252274,0.927525,0.98525,0.185096,1.13042
6.52,0.182431,0.250603,0.92947,0.987112,0.184152,1.13561
6.54,0.181217,0.251213,0.93202,0.988686,0.182908,1.1408
6.56,0.178754,0.249999,0.931916,0.987993,0.180404,1.14598
6.58,0.179567,0.25168,0.932357,0.987669,0.181205,1.15116
6.6,0.179584,0.249451,0.933913,0.989117,0.181204,1.15633
6.62,0.17921,0.252011,0.934468,0.988537,0.180809,1.1615
6.64,0.179959,0.257119,0.936579,0.989505,0.181547,1.16667
6.66,0.180952,0.259672,0.938871,0.990665,0.182532,1.17183
6.68,0.180381,0.259967,0.939315,0.990105,0.181939,1.17698
6.7,0.179533,0.25975,0.939232,0.989534,0.181066,1.18213
6.72,0.179895,0.260543,0.939021,0.988466,0.181413,1.18728
6.74,0.179137,0.257657,0.940187,0.989337,0.180632,1.19242
6.76,0.180985,0.257775,0.942175,0.991193,0.182479,1.19756
6.78,0.181796,0.259115,0.941777,0.990103,0.18328,1.20269
6.8,0.180797,0.255473,0.941722,0.989785,0.182257,1.20781
6.82,0.179495,0.255943,0.941138,0.988989,0.180929,1.21293
