TIME,EC:1,LHY:1,ZTL:1,PRR9:1,TOC1:1,Light:1
0.84,0.651815,0.504592,0.227145,0.569623,0.478598,0.0240606
0.86,0.638911,0.49611,0.222659,0.558506,0.469123,0.0252157
0.88,0.626315,0.605966,0.218425,0.547522,0.459914,0.0263974
0.9,0.644998,0.604949,0.216528,0.538161,0.451303,0.0276059
0.92,0.644945,0.625346,0.222805,0.529661,0.44927,0.028841
0.94,0.634145,0.613287,0.244981,0.525864,0.440883,0.0301027
0.96,0.623831,0.650915,0.245871,0.53719,0.434621,0.0313911
0.98,0.666094,0.653796,0.256985,0.541126,0.470168,0.0327059
1,0.668288,0.643499,0.256564,0.534898,0.477505,0.0340473
1.02,0.655257,0.630813,0.254645,0.52966,0.468674,0.0354152
1.04,0.651917,0.624117,0.26027,0.524025,0.621775,0.0368096
1.06,0.640758,0.646349,0.259846,0.515853,0.619552,0.0382303
1.08,0.629267,0.633567,0.255872,0.507005,0.609691,0.0396774
1.1,0.625302,0.633664,0.266551,0.502318,0.603765,0.0411508
1.12,0.617579,0.661883,0.266546,0.501504,0.593762,0.0426505
1.14,0.605995,0.664523,0.264846,0.502429,0.587847,0.0441765
1.16,0.594797,0.652071,0.262321,0.498152,0.576486,0.0457287
1.18,0.585617,0.640004,0.261892,0.493754,0.567045,0.047307
1.2,0.579995,0.6288,0.279965,0.499803,0.559314,0.0489115
1.22,0.615025,0.616773,0.298481,0.526078,0.5611,0.050542
1.24,0.60607,0.606515,0.297468,0.516801,0.555928,0.0521985
1.26,0.594371,0.595043,0.311343,0.524184,0.544955,0.0538811
1.28,0.582687,0.58367,0.318872,0.529966,0.534978,0.0555895
1.3,0.605609,0.58487,0.326399,0.550444,0.549196,0.0573239
1.32,0.689925,0.583437,0.332463,0.549063,0.5435,0.0590841
1.34,0.677495,0.5866,0.334064,0.545559,0.534773,0.0608701
1.36,0.664185,0.578938,0.327684,0.534767,0.524316,0.0626819
1.38,0.652005,0.576265,0.331342,0.545571,0.522569,0.0645193
1.4,0.63925,0.564932,0.325261,0.5536,0.534942,0.0663824
1.42,0.627452,0.5542,0.327339,0.54375,0.524381,0.0682711
1.44,0.615215,0.543346,0.328868,0.533333,0.514442,0.0701854
1.46,0.611246,0.53301,0.330698,0.524215,0.510458,0.0721251
1.48,0.646463,0.526811,0.361364,0.524731,0.51726,0.0740902
1.5,0.647517,0.518462,0.356482,0.531892,0.518209,0.0760808
1.52,0.635192,0.508427,0.350762,0.522,0.50806,0.0780967
1.54,0.627936,0.558428,0.361522,0.523954,0.503024,0.0801378
1.56,0.635937,0.551291,0.355016,0.519824,0.515599,0.0822042
1.58,0.623986,0.540559,0.349848,0.510179,0.513749,0.0842957
1.6,0.673117,0.537273,0.348755,0.535568,0.547835,0.0864124
1.62,0.66258,0.53028,0.343578,0.526742,0.53856,0.0885541
1.64,0.653747,0.528454,0.337673,0.530599,0.531768,0.0907207
1.66,0.64116,0.518058,0.332783,0.522746,0.521668,0.0929123
1.68,0.62875,0.510153,0.327064,0.513167,0.511516,0.0951288
1.7,0.654583,0.503965,0.336782,0.524689,0.536028,0.0973701
1.72,0.642652,0.494981,0.330608,0.5189,0.527442,0.0996361
1.74,0.632198,0.485335,0.325794,0.512405,0.518594,0.101927
1.76,0.621527,0.506432,0.319771,0.52247,0.517831,0.104242
1.78,0.618904,0.49729,0.325919,0.519384,0.517916,0.106582
1.8,0.609142,0.495777,0.331201,0.520531,0.508732,0.108946
1.82,0.597233,0.498888,0.326837,0.514656,0.498665,0.111335
1.84,0.587422,0.48904,0.323803,0.52959,0.489026,0.113748
1.86,0.591191,0.497943,0.325342,0.53576,0.48271,0.116186
1.88,0.583046,0.491254,0.32261,0.532647,0.477188,0.118648
1.9,0.577623,0.482044,0.318808,0.529409,0.478611,0.121133
1.92,0.56624,0.478703,0.322669,0.55233,0.487849,0.123643
1.94,0.601723,0.517125,0.319199,0.560499,0.510305,0.126177
1.96,0.589904,0.509704,0.31427,0.551476,0.501738,0.128735
1.98,0.66414,0.587742,0.316382,0.545178,0.518999,0.131317
2,0.66367,0.612031,0.31727,0.548976,0.569925,0.133923
2.02,0.654249,0.605434,0.317894,0.546179,0.564418,0.136552
2.04,0.692363,0.598942,0.316617,0.550933,0.684377,0.139205
2.06,0.706204,0.588145,0.311318,0.552908,0.698937,0.141882
2.08,0.692522,0.576555,0.30764,0.542175,0.687562,0.144582
2.1,0.769034,0.566439,0.333784,0.563674,0.766055,0.147306
2.12,0.754165,0.555348,0.327347,0.552936,0.751241,0.150053
2.14,0.73963,0.544351,0.325142,0.546563,0.742237,0.152823
2.16,0.837177,0.533759,0.341159,0.557177,0.73686,0.155617
2.18,0.825367,0.524072,0.346044,0.553123,0.733136,0.158433
2.2,0.809028,0.513751,0.343245,0.564632,0.718627,0.161273
2.22,0.806281,0.519064,0.338107,0.556695,0.726865,0.164136
2.24,0.795327,0.515972,0.343535,0.557986,0.726254,0.167021
2.26,0.781063,0.507773,0.338682,0.547618,0.713679,0.16993
2.28,0.766809,0.503155,0.332998,0.540522,0.704663,0.172861
2.3,0.754334,0.512473,0.339981,0.558477,0.701896,0.175815
2.32,0.739471,0.505767,0.336462,0.548184,0.68809,0.178792
2.34,0.727939,0.501439,0.343219,0.576591,0.679576,0.181791
2.36,0.713831,0.491548,0.358652,0.569266,0.666515,0.184812
2.38,0.702102,0.487789,0.371613,0.561326,0.667712,0.187856
2.4,0.689058,0.478635,0.371047,0.56473,0.657331,0.190922
2.42,0.686502,0.47051,0.365677,0.562095,0.644376,0.19401
2.44,0.680436,0.461687,0.358889,0.564938,0.637076,0.197121
2.46,0.667685,0.461489,0.354755,0.555416,0.624748,0.200253
2.48,0.656165,0.454307,0.35211,0.55412,0.622404,0.203407
2.5,0.660404,0.446291,0.345308,0.547122,0.616506,0.206584
2.52,0.649478,0.43947,0.339997,0.54299,0.606918,0.209781
2.54,0.639139,0.431352,0.339138,0.53406,0.594941,0.213001
2.56,0.633224,0.422983,0.33565,0.524749,0.596711,0.216242
2.58,0.620762,0.440756,0.329018,0.514539,0.584919,0.219505
2.6,0.609578,0.451876,0.331425,0.52571,0.574559,0.222789
2.62,0.599663,0.460541,0.334918,0.529048,0.563863,0.226094
2.64,0.589475,0.458573,0.343487,0.538188,0.562389,0.229421
2.66,0.587814,0.456053,0.337774,0.530497,0.573824,0.232768
2.68,0.599415,0.453916,0.35467,0.545627,0.577801,0.236137
2.7,0.628561,0.536437,0.366823,0.562381,0.592716,0.239527
2.72,0.616655,0.526084,0.359813,0.552499,0.581557,0.242937
2.74,0.605705,0.515738,0.360196,0.546663,0.570865,0.246368
2.76,0.5971,0.506551,0.356134,0.538714,0.580499,0.24982
2.78,0.585338,0.505303,0.350152,0.535594,0.5691,0.253293
2.8,0.575887,0.498017,0.353928,0.529447,0.559134,0.256786
2.82,0.56673,0.496811,0.365988,0.53751,0.564572,0.260299
2.84,0.559136,0.495826,0.361311,0.538853,0.554332,0.263833
2.86,0.548645,0.516271,0.379384,0.550376,0.547332,0.267387
2.88,0.604102,0.507347,0.377073,0.545022,0.585065,0.27096
2.9,0.637141,0.509618,0.39299,0.581569,0.664738,0.274554
2.92,0.628936,0.500604,0.40237,0.576921,0.651777,0.278168
2.94,0.665436,0.495906,0.398941,0.59967,0.664822,0.281802
2.96,0.664953,0.489431,0.395683,0.589837,0.659769,0.285455
2.98,0.652677,0.480827,0.403461,0.583402,0.653665,0.289128
3,0.670448,0.474145,0.414155,0.596854,0.662566,0.29282
3.02,0.680183,0.468204,0.416623,0.585406,0.664909,0.296532
3.04,0.686663,0.478441,0.413724,0.584238,0.67696,0.300263
3.06,0.673077,0.468979,0.415053,0.574815,0.663809,0.304013
3.08,0.698544,0.469113,0.419814,0.609059,0.669124,0.307782
3.1,0.687512,0.489793,0.413982,0.597171,0.656417,0.31157
3.12,0.770689,0.484473,0.420686,0.609556,0.659184,0.315377
3.14,0.761642,0.476202,0.415103,0.605954,0.647646,0.319203
3.16,0.74716,0.467697,0.415897,0.598293,0.635377,0.323048
3.18,0.73724,0.48812,0.414205,0.594699,0.626093,0.326911
3.2,0.723177,0.479148,0.408797,0.584035,0.614545,0.330792
3.22,0.709171,0.472016,0.410843,0.614746,0.60244,0.334692
3.24,0.730246,0.472731,0.405661,0.612516,0.631972,0.33861
3.26,0.717403,0.463394,0.406956,0.611652,0.619644,0.342547
3.28,0.703507,0.459692,0.405807,0.604907,0.60921,0.346501
3.3,0.689628,0.470331,0.398256,0.596409,0.597161,0.350473
3.32,0.691187,0.472207,0.414292,0.612287,0.587534,0.354463
3.34,0.678655,0.465309,0.411071,0.600244,0.577102,0.358471
3.36,0.667807,0.474929,0.404169,0.594792,0.571365,0.362496
3.38,0.654667,0.465936,0.398537,0.591834,0.560135,0.366539
3.4,0.658497,0.494451,0.391016,0.588411,0.55072,0.370599
3.42,0.657445,0.486313,0.392843,0.609851,0.561646,0.374676
3.44,0.650062,0.477892,0.401207,0.612953,0.562821,0.378771
3.46,0.637701,0.469953,0.39631,0.610089,0.552784,0.382883
3.48,0.626551,0.464736,0.410015,0.609604,0.555236,0.387011
3.5,0.670292,0.490972,0.414444,0.629284,0.628618,0.391156
3.52,0.659528,0.481385,0.414387,0.6229,0.617704,0.395318
3.54,0.649569,0.473682,0.429045,0.636525,0.618181,0.399497
3.56,0.64938,0.464303,0.430835,0.640038,0.614658,0.403692
3.58,0.639045,0.45835,0.425639,0.636043,0.606889,0.407903
3.6,0.626524,0.449593,0.419022,0.635914,0.595209,0.412131
3.62,0.618927,0.445548,0.41633,0.647011,0.681969,0.416375
3.64,0.606808,0.436726,0.423976,0.64617,0.668614,0.420634
3.66,0.596935,0.460455,0.421255,0.638894,0.656271,0.42491
3.68,0.629599,0.459835,0.458595,0.656959,0.679752,0.429201
3.7,0.617608,0.453767,0.451939,0.644625,0.666621,0.433508
3.72,0.617421,0.448937,0.4543,0.65166,0.667116,0.437831
3.74,0.605484,0.484288,0.445385,0.639052,0.654192,0.442169
3.76,0.603179,0.476111,0.444185,0.666191,0.641244,0.446522
3.78,0.593218,0.475828,0.43711,0.656001,0.630935,0.450891
3.8,0.587548,0.467903,0.439833,0.668613,0.636427,0.455274
3.82,0.626424,0.45937,0.433671,0.690294,0.686994,0.459672
3.84,0.6227,0.482172,0.43235,0.678736,0.682069,0.464086
3.86,0.611088,0.473471,0.426506,0.66684,0.669139,0.468514
3.88,0.599766,0.466514,0.419064,0.65939,0.659207,0.472956
3.9,0.595849,0.465024,0.425326,0.664461,0.646717,0.477413
3.92,0.58563,0.459799,0.417403,0.652878,0.635745,0.481884
3.94,0.599394,0.46412,0.410021,0.657039,0.655806,0.48637
3.96,0.587877,0.455816,0.406673,0.660541,0.645263,0.490869
3.98,0.576258,0.454681,0.398841,0.647895,0.632487,0.495383
4,0.573783,0.447296,0.404317,0.657366,0.622496,0.49991
4.02,0.575467,0.439477,0.411509,0.663041,0.657891,0.504451
4.04,0.564078,0.431518,0.404219,0.669566,0.644889,0.509006
4.06,0.552925,0.426413,0.396221,0.656359,0.632135,0.513574
4.08,0.542458,0.418843,0.408033,0.672911,0.620009,0.518155
4.1,0.535595,0.412617,0.408198,0.682565,0.60949,0.52275
4.12,0.525057,0.406247,0.40283,0.672933,0.602439,0.527358
4.14,0.639485,0.399037,0.422355,0.675555,0.672057,0.531979
4.16,0.632154,0.39632,0.434915,0.685901,0.660189,0.536612
4.18,0.619664,0.388474,0.427045,0.685698,0.647595,0.541258
4.2,0.609165,0.382109,0.44957,0.691958,0.639642,0.545917
4.22,0.597142,0.415734,0.442623,0.680841,0.627907,0.550588
4.24,0.607274,0.43879,0.477017,0.710279,0.65344,0.555272
4.26,0.609073,0.430119,0.46833,0.719598,0.654147,0.559968
4.28,0.602889,0.421946,0.485062,0.738202,0.648869,0.564676
4.3,0.591905,0.414882,0.481613,0.735896,0.636819,0.569395
4.32,0.581779,0.406918,0.47521,0.721911,0.624416,0.574127
4.34,0.572991,0.400345,0.471141,0.736557,0.615456,0.57887
4.36,0.562686,0.393194,0.521189,0.741604,0.605446,0.583625
4.38,0.551833,0.385576,0.512905,0.73311,0.593803,0.588391
4.4,0.544187,0.380635,0.521609,0.74246,0.590657,0.593169
4.42,0.546002,0.375276,0.524015,0.736274,0.586975,0.597957
4.44,0.538865,0.369893,0.526547,0.734757,0.576944,0.602757
4.46,0.529784,0.385475,0.542386,0.756375,0.567845,0.607568
4.48,0.519293,0.377842,0.534603,0.745048,0.556601,0.612389
4.5,0.539164,0.372297,0.542471,0.778474,0.564222,0.617221
4.52,0.530918,0.365156,0.532515,0.76336,0.554949,0.622063
4.54,0.52888,0.370837,0.568997,0.775173,0.547616,0.626916
4.56,0.528317,0.371157,0.565013,0.768017,0.541925,0.631779
4.58,0.53174,0.372869,0.567889,0.772201,0.541355,0.636652
4.6,0.521801,0.366195,0.561944,0.760016,0.535008,0.641535
4.62,0.51156,0.359471,0.552512,0.747685,0.524846,0.646428
4.64,0.502771,0.356134,0.577353,0.7561,0.517126,0.651331
4.66,0.498118,0.349365,0.60717,0.768834,0.511589,0.656243
4.68,0.512252,0.415625,0.614157,0.7882,0.675494,0.661165
4.7,0.502136,0.422669,0.602951,0.773279,0.662126,0.666095
4.72,0.50007,0.415771,0.664435,0.762976,0.662805,0.671035
4.74,0.504849,0.422141,0.671829,0.772213,0.686524,0.675985
4.76,0.496725,0.416503,0.671162,0.765601,0.677105,0.680942
4.78,0.487501,0.412118,0.674238,0.774005,0.663948,0.685909
4.8,0.479716,0.406433,0.666709,0.767735,0.651662,0.690884
4.82,0.480125,0.399653,0.679715,0.781487,0.641536,0.695868
4.84,0.475015,0.392435,0.680817,0.780644,0.637437,0.70086
4.86,0.481488,0.386017,0.714261,0.82593,0.638252,0.705861
4.88,0.508201,0.394082,0.701266,0.816111,0.659021,0.710869
4.9,0.498256,0.392494,0.695895,0.807777,0.647568,0.715885
4.92,0.489137,0.385306,0.68514,0.801092,0.63552,0.720909
4.94,0.510827,0.385065,0.702266,0.83848,0.665081,0.725941
4.96,0.501787,0.379414,0.696769,0.830803,0.655942,0.73098
4.98,0.493329,0.376103,0.693301,0.841813,0.643096,0.736027
5,0.48361,0.369702,0.681056,0.826394,0.630602,0.741081
5.02,0.474136,0.37266,0.669459,0.814892,0.618377,0.746142
5.04,0.470983,0.37341,0.673242,0.809696,0.61223,0.75121
5.06,0.461681,0.366027,0.66132,0.804809,0.600168,0.756284
5.08,0.48204,0.362041,0.707136,0.807323,0.609552,0.761366
5.1,0.483332,0.357159,0.70066,0.837361,0.64121,0.766454
5.12,0.474474,0.353519,0.701724,0.839227,0.635826,0.771548
5.14,0.513697,0.346565,0.689499,0.856714,0.655652,0.776649
5.16,0.503542,0.340672,0.675968,0.839788,0.642695,0.781756
5.18,0.494863,0.338959,0.66817,0.825628,0.633476,0.786868
5.2,0.49727,0.332453,0.717551,0.86959,0.640693,0.791987
5.22,0.491716,0.327014,0.71501,0.861786,0.633934,0.797111
5.24,0.482352,0.320543,0.704533,0.845552,0.621754,0.802241
5.26,0.487465,0.316592,0.691559,0.85629,0.613101,0.807376
5.28,0.484324,0.333457,0.694375,0.844159,0.608718,0.812517
5.3,0.479561,0.32802,0.68235,0.837365,0.607549,0.817663
5.32,0.474385,0.323952,0.718399,0.836922,0.610712,0.822813
5.34,0.525236,0.317649,0.71168,0.846041,0.674235,0.827969
5.36,0.517825,0.312596,0.726263,0.877957,0.661888,0.833129
5.38,0.52501,0.308839,0.712835,0.896739,0.678338,0.838294
5.4,0.51503,0.302892,0.710383,0.893929,0.665597,0.843463
5.42,0.516332,0.298374,0.708387,0.882946,0.657021,0.848637
5.44,0.507523,0.300079,0.694892,0.866505,0.64501,0.853814
5.46,0.509056,0.320015,0.683089,0.895772,0.644713,0.858996
5.48,0.503503,0.322344,0.681686,0.911387,0.635052,0.864182
5.5,0.57375,0.341321,0.708673,0.925821,0.659435,0.869371
5.52,0.578173,0.349513,0.696868,0.921337,0.655858,0.874564
5.54,0.570732,0.343419,0.700773,0.908391,0.644235,0.87976
5.56,0.585581,0.337279,0.699576,0.914407,0.66406,0.88496
5.58,0.577171,0.332638,0.687577,0.897897,0.658476,0.890163
5.6,0.567134,0.351012,0.681529,0.881283,0.646188,0.895368
5.62,0.56179,0.351732,0.67087,0.876025,0.6376,0.900577
5.64,0.555762,0.346633,0.660454,0.879171,0.627002,0.905788
5.66,0.555943,0.342089,0.653169,0.903647,0.61675,0.911002
5.68,0.560808,0.335517,0.663513,0.931209,0.704954,0.916219
5.7,0.560163,0.330437,0.651847,0.924884,0.693359,0.921438
5.72,0.549522,0.326257,0.639829,0.907372,0.680121,0.926658
5.74,0.538659,0.322604,0.62758,0.889843,0.666679,0.931881
5.76,0.528302,0.316973,0.618591,0.873309,0.65365,0.937106
5.78,0.523445,0.317271,0.6121,0.863661,0.642784,0.942332
5.8,0.516096,0.315332,0.606331,0.880672,0.657492,0.94756
5.82,0.519426,0.315608,0.607419,0.877262,0.658903,0.95279
5.84,0.516796,0.314418,0.598328,0.867465,0.649756,0.958021
5.86,0.512876,0.308254,0.603269,0.857182,0.642959,0.963253
5.88,0.504874,0.302397,0.606323,0.841915,0.630836,0.968486
5.9,0.496098,0.299195,0.604844,0.837308,0.618766,0.973719
5.92,0.52854,0.325396,0.602947,0.834845,0.700368,0.978954
5.94,0.554779,0.333489,0.60499,0.830742,0.747186,0.984189
5.96,0.729657,0.331842,0.596907,0.831893,0.779751,0.989425
5.98,0.715286,0.325274,0.591331,0.827096,0.764577,0.99466
6,0.705028,0.320768,0.585547,0.814093,0.757193,0.999896
6.02,0.694259,0.31478,0.578446,0.799606,0.743972,1.00513
6.04,0.682893,0.310511,0.56987,0.791093,0.734526,1.01037
6.06,0.67409,0.337863,0.561485,0.780512,0.730467,1.0156
6.08,0.663274,0.336545,0.560378,0.765218,0.717857,1.02084
6.1,0.684224,0.373996,0.557692,0.782896,0.725913,1.02607
6.12,0.670847,0.380274,0.549396,0.774211,0.711759,1.03131
6.14,0.766399,0.385536,0.559487,0.764731,0.734013,1.03654
6.16,0.765808,0.435059,0.554604,0.765241,0.721725,1.04177
6.18,0.752258,0.430877,0.544361,0.751879,0.708682,1.047
6.2,0.737426,0.423315,0.534442,0.737137,0.694654,1.05223
6.22,0.731634,0.465205,0.529804,0.726099,0.688239,1.05746
6.24,0.717229,0.45669,0.528912,0.726229,0.676859,1.06269
6.26,0.703265,0.447872,0.52054,0.711975,0.663631,1.06791
6.28,0.692359,0.440719,0.513053,0.698819,0.651961,1.07313
6.3,0.68829,0.451037,0.504989,0.695451,0.6422,1.07836
6.32,0.674822,0.44593,0.495376,0.683026,0.629694,1.08357
6.34,0.672829,0.43879,0.490083,0.681934,0.74204,1.08879
6.36,0.65993,0.430177,0.488726,0.676636,0.727924,1.09401
6.38,0.646943,0.427083,0.492893,0.675361,0.713972,1.09922
6.4,0.650279,0.434559,0.497621,0.678132,0.728768,1.10443
6.42,0.726947,0.438795,0.493459,0.684084,0.738248,1.10963
6.44,0.714135,0.430438,0.498632,0.67806,0.727204,1.11483
6.46,0.700002,0.429728,0.500318,0.670444,0.712973,1.12003
6.48,0.690215,0.422748,0.492373,0.657705,0.701625,1.12523
6.5,0.687826,0.415133,0.501252,0.667455,0.720686,1.13042
6.52,0.716927,0.434074,0.509266,0.719657,0.76754,1.13561
6.54,0.702732,0.444898,0.511048,0.731818,0.754196,1.1408
6.56,0.693034,0.438536,0.505501,0.734776,0.751209,1.14598
6.58,0.70124,0.431615,0.503737,0.740843,0.755604,1.15116
6.6,0.68984,0.423093,0.504172,0.730942,0.742539,1.15633
6.62,0.676235,0.420221,0.494878,0.717328,0.727892,1.1615
6.64,0.70829,0.419649,0.509271,0.709991,0.737713,1.16667
6.66,0.694471,0.411726,0.50113,0.697908,0.723553,1.17183
6.68,0.684498,0.406239,0.497219,0.691555,0.709495,1.17698
6.7,0.671275,0.399489,0.487819,0.680333,0.697031,1.18213
6.72,0.677685,0.392299,0.497615,0.680206,0.706005,1.18728
6.74,0.67393,0.386342,0.491481,0.667672,0.713055,1.19242
6.76,0.662181,0.399859,0.482297,0.704167,0.742313,1.19756
6.78,0.649778,0.392094,0.476976,0.699385,0.72963,1.20269
6.8,0.646055,0.388176,0.498554,0.710373,0.742499,1.20781
6.82,0.639606,0.38081,0.497877,0.731937,0.73087,1.21293
6.84,0.627011,0.373451,0.488828,0.718181,0.716452,1.21804
6.86,0.616283,0.366335,0.485213,0.709763,0.704068,1.22315
6.88,0.604205,0.365029,0.489972,0.711438,0.691399,1.22825
6.9,0.592652,0.359002,0.485473,0.705973,0.67887,1.23334
6.92,0.589027,0.356361,0.480385,0.697486,0.675132,1.23843
6.94,0.669243,0.358481,0.479107,0.699227,0.830258,1.24351
6.96,0.65654,0.362713,0.471034,0.692276,0.817816,1.24859
6.98,0.680511,0.358303,0.483836,0.691636,0.811147,1.25366
7,0.667153,0.35324,0.474499,0.67803,0.795135,1.25872
7.02,0.6593,0.346249,0.470854,0.665488,0.784955,1.26377
7.04,0.646364,0.350928,0.483,0.665421,0.77936,1.26882
7.06,0.64512,0.344699,0.48289,0.669906,0.791394,1.27386
7.08,0.654982,0.339678,0.506858,0.685682,0.803129,1.27889
7.1,0.654881,0.339483,0.501404,0.685588,0.804539,1.28392
7.12,0.657361,0.33782,0.495635,0.678245,0.800447,1.28893
7.14,0.644752,0.337945,0.507891,0.698231,0.784893,1.29394
7.16,0.643781,0.362957,0.50887,0.692518,0.802186,1.29894
7.18,0.631279,0.442039,0.510831,0.67966,0.787892,1.30393
7.2,0.619446,0.451167,0.514267,0.671925,0.772583,1.30892
7.22,0.612806,0.448443,0.539291,0.693619,0.76065,1.31389
7.24,0.623681,0.440548,0.542056,0.685231,0.777821,1.31886
7.26,0.612057,0.431892,0.53418,0.674627,0.762641,1.32382
7.28,0.611073,0.423532,0.528266,0.662595,0.75202,1.32877
7.3,0.599602,0.417066,0.526841,0.664118,0.737715,1.33371
7.32,0.593455,0.411977,0.529854,0.675692,0.726559,1.33864
7.34,0.581779,0.404798,0.520872,0.662761,0.712234,1.34356
7.36,0.576423,0.399113,0.528134,0.653662,0.69898,1.34847
7.38,0.570256,0.391723,0.522813,0.642859,0.690803,1.35338
7.4,0.560072,0.395316,0.544564,0.631435,0.681226,1.35827
7.42,0.596651,0.437816,0.533933,0.632053,0.676461,1.36315
7.44,0.585896,0.430997,0.529146,0.628285,0.663504,1.36803
7.46,0.57506,0.424223,0.519851,0.631009,0.65111,1.37289
7.48,0.563883,0.434711,0.513897,0.619497,0.640194,1.37774
7.5,0.556768,0.440992,0.505455,0.608235,0.628582,1.38259
7.52,0.550322,0.433422,0.503364,0.601257,0.619689,1.38742
7.54,0.539903,0.424865,0.49634,0.611248,0.607805,1.39224
7.56,0.5306,0.454187,0.486696,0.603061,0.597078,1.39705
7.58,0.521107,0.446605,0.478987,0.612186,0.585265,1.40185
7.6,0.517627,0.438528,0.500916,0.626908,0.583131,1.40664
7.62,0.515387,0.430502,0.496124,0.624192,0.573657,1.41142
7.64,0.51508,0.422633,0.509983,0.622527,0.573716,1.41619
7.66,0.561553,0.416492,0.543798,0.673858,0.617977,1.42094
7.68,0.552412,0.411551,0.581667,0.691267,0.607387,1.42569
7.7,0.542448,0.405446,0.572708,0.679536,0.597084,1.43042
7.72,0.533055,0.457431,0.603468,0.688732,0.589203,1.43514
7.74,0.537121,0.448483,0.635703,0.7025,0.584155,1.43985
7.76,0.530426,0.443851,0.636519,0.696386,0.586944,1.44454
7.78,0.520569,0.439085,0.626152,0.69065,0.576219,1.44923
7.8,0.5122,0.431662,0.621494,0.679866,0.577275,1.4539
7.82,0.515512,0.429204,0.623953,0.698518,0.576639,1.45856
7.84,0.505416,0.421838,0.6233,0.698216,0.565376,1.4632
7.86,0.496299,0.413563,0.615053,0.689147,0.556546,1.46784
7.88,0.486988,0.405783,0.607129,0.681468,0.54563,1.47246
7.9,0.477346,0.400121,0.595116,0.668,0.534826,1.47707
7.92,0.468271,0.395338,0.591447,0.669472,0.525206,1.48166
7.94,0.459979,0.387513,0.615162,0.680572,0.515961,1.48624
7.96,0.45313,0.391611,0.622109,0.70264,0.506148,1.49081
7.98,0.44416,0.38547,0.609869,0.688915,0.496138,1.49537
8,0.437611,0.377946,0.603773,0.681022,0.48821,1.49991
8.02,0.430875,0.374359,0.668885,0.695394,0.480122,1.50444
8.04,0.434688,0.379833,0.659657,0.682479,0.485423,1.50895
8.06,0.426591,0.373367,0.648965,0.670255,0.476213,1.51345
8.08,0.460349,0.380881,0.637056,0.704998,0.505633,1.51794
8.1,0.451736,0.373845,0.628568,0.708898,0.496359,1.52241
